student_id,first_name,last_name,date_of_birth,gender,enrollment_date,guardian_contact,class_id,school_id
362,Wura,Kosoko,2013-03-10,Female,2018-09-01,7048884444,29,1
363,Gozie,Onu,2012-07-25,Male,2018-09-01,8031116666,29,1
364,Ifeoma,Onu,2012-12-05,Female,2018-09-01,8031116666,29,1
365,Danladi,Jakande,2013-02-18,Male,2018-09-01,8133338888,30,2
366,Aminu,Jakande,2014-09-12,Male,2019-01-15,8133338888,30,2
367,Funmi,Ajayi,2013-04-10,Female,2018-09-01,9015556666,30,2
368,Segun,Ajayi,2012-11-15,Male,2018-09-01,9015556666,30,2
369,Yemi,Ogunleye,2012-06-05,Male,2018-09-01,8199990000,30,2
370,Bola,Ogunleye,2013-02-15,Female,2018-09-01,8199990000,30,2
371,Nonso,Eze,2011-08-01,Male,2018-09-01,8111112222,30,2
372,Kamsi,Eze,2013-05-10,Female,2018-09-01,8111112222,30,2
373,Ayo,Adenuga,2012-03-15,Male,2018-09-01,8187778888,30,2
374,Titi,Adenuga,2013-05-01,Female,2018-09-01,8187778888,30,2
375,Soji,Olowu,2012-05-10,Male,2018-09-01,7049990000,30,2
376,Olabisi,Olowu,2013-12-10,Female,2018-09-01,7049990000,30,2
377,Nne,Obi,2012-07-05,Female,2018-09-01,7093334444,30,2
378,Chinelo,Obi,2013-10-15,Female,2018-09-01,7093334444,30,2
379,Efe,Igbinedion,2011-07-20,Male,2018-09-01,7081112222,30,2
380,Eseosa,Igbinedion,2013-04-12,Female,2018-09-01,7081112222,30,2
381,Ufuoma,Oki,2012-01-20,Female,2018-09-01,9133334444,30,2
382,Tarila,Oki,2013-07-20,Male,2018-09-01,9133334444,30,2
383,Terna,Iorver,2012-03-15,Male,2018-09-01,8055556666,30,2
384,Mfon,Iorver,2013-05-10,Female,2018-09-01,8055556666,30,2
385,Tayo,Adeyemi,2021-05-12,Male,2025-09-01,8031234567,1,1
386,Bisi,Adeyemi,2021-05-12,Female,2025-09-01,8031234567,1,1
387,Chisom,Okafor,2022-02-10,Female,2025-09-01,7032221110,1,1
388,Obinna,Okafor,2020-11-30,Male,2025-01-12,7032221110,1,1
389,Amina,Musa,2021-08-15,Female,2025-09-01,9055554444,1,1
390,Umar,Musa,2021-08-15,Male,2025-09-01,9055554444,1,1
391,Zainab,Abdullahi,2022-03-04,Female,2025-04-20,8021112223,1,1
392,Fatima,Abdullahi,2020-05-20,Female,2025-09-01,8021112223,1,1
393,Tobi,Ajayi,2021-07-19,Male,2025-09-01,8123334445,1,1
394,Lola,Ajayi,2021-07-19,Female,2025-09-01,8123334445,1,1
395,Emeka,Nwachukwu,2021-01-15,Male,2025-09-01,7061112223,1,1
396,Chidi,Nwachukwu,2021-12-05,Male,2025-01-12,7061112223,1,1
397,Nneka,Eze,2022-06-10,Female,2025-04-22,8034445556,1,1
398,Kelechi,Eze,2020-02-28,Male,2025-09-01,8034445556,1,1
399,Ibrahim,Hassan,2021-04-12,Male,2025-09-01,9011110000,1,1
400,Segun,Olowu,2021-09-30,Male,2025-09-01,7055556667,1,1
